date_hour,time,mean_time,sd_time,time_s,name,value,month,hour,day,minute,hour_day,value_s
2023-07-20T14:10:49Z,1,1296,748.101597378324,-1.7310483021801422,t_c_depth_0_cm,32.9233,7,14,20,10,20_14,1.1620711186934654
2023-07-20T14:10:49Z,1,1296,748.101597378324,-1.7310483021801422,t_c_depth_5_cm,NA,7,14,20,10,20_14,NA
2023-07-20T14:10:49Z,1,1296,748.101597378324,-1.7310483021801422,t_c_depth_10_cm,NA,7,14,20,10,20_14,NA
2023-07-20T14:11:49Z,2,1296,748.101597378324,-1.7297115853444818,t_c_depth_0_cm,33.3523,7,14,20,11,20_14,1.1772132371906845
2023-07-20T14:11:49Z,2,1296,748.101597378324,-1.7297115853444818,t_c_depth_5_cm,NA,7,14,20,11,20_14,NA
2023-07-20T14:11:49Z,2,1296,748.101597378324,-1.7297115853444818,t_c_depth_10_cm,NA,7,14,20,11,20_14,NA
2023-07-20T14:12:49Z,3,1296,748.101597378324,-1.7283748685088216,t_c_depth_0_cm,33.8027,7,14,20,12,20_14,1.193110696797089
2023-07-20T14:12:49Z,3,1296,748.101597378324,-1.7283748685088216,t_c_depth_5_cm,33.0091,7,14,20,12,20_14,1.1650995423929091
2023-07-20T14:12:49Z,3,1296,748.101597378324,-1.7283748685088216,t_c_depth_10_cm,37.4064,7,14,20,12,20_14,1.3203080218050816
2023-07-20T14:13:49Z,4,1296,748.101597378324,-1.7270381516731612,t_c_depth_0_cm,34.5749,7,14,20,13,20_14,1.2203665100920835
2023-07-20T14:13:49Z,4,1296,748.101597378324,-1.7270381516731612,t_c_depth_5_cm,33.3952,7,14,20,13,20_14,1.1787274490404065
2023-07-20T14:13:49Z,4,1296,748.101597378324,-1.7270381516731612,t_c_depth_10_cm,36.8058,7,14,20,13,20_14,1.2991090559089746
2023-07-20T14:14:49Z,5,1296,748.101597378324,-1.7257014348375008,t_c_depth_0_cm,35.2828,7,14,20,14,20_14,1.245352770428171
2023-07-20T14:14:49Z,5,1296,748.101597378324,-1.7257014348375008,t_c_depth_5_cm,33.7384,7,14,20,14,20_14,1.1908411438381818
2023-07-20T14:14:49Z,5,1296,748.101597378324,-1.7257014348375008,t_c_depth_10_cm,36.3768,7,14,20,14,20_14,1.2839669374117557
2023-07-20T14:15:49Z,6,1296,748.101597378324,-1.7243647180018404,t_c_depth_0_cm,35.6046,7,14,20,15,20_14,1.256711124116761
2023-07-20T14:15:49Z,6,1296,748.101597378324,-1.7243647180018404,t_c_depth_5_cm,35.1755,7,14,20,15,20_14,1.2415654759881904
2023-07-20T14:15:49Z,6,1296,748.101597378324,-1.7243647180018404,t_c_depth_10_cm,35.9907,7,14,20,15,20_14,1.2703390307642581
2023-07-20T14:16:49Z,7,1296,748.101597378324,-1.72302800116618,t_c_depth_0_cm,37.3206,7,14,20,16,20_14,1.3172795981056378
2023-07-20T14:16:49Z,7,1296,748.101597378324,-1.72302800116618,t_c_depth_5_cm,36.3124,7,14,20,16,20_14,1.281693854821497
2023-07-20T14:16:49Z,7,1296,748.101597378324,-1.72302800116618,t_c_depth_10_cm,35.7333,7,14,20,16,20_14,1.2612537596659268
2023-07-20T14:17:49Z,8,1296,748.101597378324,-1.7216912843305199,t_c_depth_0_cm,38.5218,7,14,20,17,20_14,1.3596775298978514
2023-07-20T14:17:49Z,8,1296,748.101597378324,-1.7216912843305199,t_c_depth_5_cm,36.8487,7,14,20,17,20_14,1.3006232677586966
2023-07-20T14:17:49Z,8,1296,748.101597378324,-1.7216912843305199,t_c_depth_10_cm,35.6475,7,14,20,17,20_14,1.258225335966483
2023-07-20T14:18:49Z,9,1296,748.101597378324,-1.7203545674948595,t_c_depth_0_cm,39.3154,7,14,20,18,20_14,1.3876886843020313
2023-07-20T14:18:49Z,9,1296,748.101597378324,-1.7203545674948595,t_c_depth_5_cm,37.7496,7,14,20,18,20_14,1.332421716602857
2023-07-20T14:18:49Z,9,1296,748.101597378324,-1.7203545674948595,t_c_depth_10_cm,35.5188,7,14,20,18,20_14,1.2536827004173172
2023-07-20T14:19:49Z,10,1296,748.101597378324,-1.719017850659199,t_c_depth_0_cm,39.1009,7,14,20,19,20_14,1.380117625053422
2023-07-20T14:19:49Z,10,1296,748.101597378324,-1.719017850659199,t_c_depth_5_cm,38.5432,7,14,20,19,20_14,1.3604328710070368
2023-07-20T14:19:49Z,10,1296,748.101597378324,-1.719017850659199,t_c_depth_10_cm,35.4329,7,14,20,19,20_14,1.2506507470865218
2023-07-20T14:20:49Z,11,1296,748.101597378324,-1.7176811338235387,t_c_depth_0_cm,38.6505,7,14,20,20,20_14,1.3642201654470174
2023-07-20T14:20:49Z,11,1296,748.101597378324,-1.7176811338235387,t_c_depth_5_cm,39.2511,7,14,20,20,20_14,1.3854191313431241
2023-07-20T14:20:49Z,11,1296,748.101597378324,-1.7176811338235387,t_c_depth_10_cm,35.3471,7,14,20,20,20_14,1.247622323387078
2023-07-20T14:21:49Z,12,1296,748.101597378324,-1.7163444169878785,t_c_depth_0_cm,38.4145,7,14,20,21,20_14,1.355890235457871
2023-07-20T14:21:49Z,12,1296,748.101597378324,-1.7163444169878785,t_c_depth_5_cm,38.2858,7,14,20,21,20_14,1.3513475999087055
2023-07-20T14:21:49Z,12,1296,748.101597378324,-1.7163444169878785,t_c_depth_10_cm,35.2613,7,14,20,21,20_14,1.2445938996876342
2023-07-20T14:22:49Z,13,1296,748.101597378324,-1.7150077001522182,t_c_depth_0_cm,38.3287,7,14,20,22,20_14,1.3528618117584272
2023-07-20T14:22:49Z,13,1296,748.101597378324,-1.7150077001522182,t_c_depth_5_cm,37.8997,7,14,20,22,20_14,1.337719693261208
2023-07-20T14:22:49Z,13,1296,748.101597378324,-1.7150077001522182,t_c_depth_10_cm,35.2613,7,14,20,22,20_14,1.2445938996876342
2023-07-20T14:23:49Z,14,1296,748.101597378324,-1.7136709833165578,t_c_depth_0_cm,38.2644,7,14,20,23,20_14,1.35059225879952
2023-07-20T14:23:49Z,14,1296,748.101597378324,-1.7136709833165578,t_c_depth_5_cm,37.6638,7,14,20,23,20_14,1.3293932929034131
2023-07-20T14:23:49Z,14,1296,748.101597378324,-1.7136709833165578,t_c_depth_10_cm,35.1755,7,14,20,23,20_14,1.2415654759881904
2023-07-20T14:24:49Z,15,1296,748.101597378324,-1.7123342664808974,t_c_depth_0_cm,38.1786,7,14,20,24,20_14,1.3475638351000763
2023-07-20T14:24:49Z,15,1296,748.101597378324,-1.7123342664808974,t_c_depth_5_cm,37.5351,7,14,20,24,20_14,1.3248506573542473
2023-07-20T14:24:49Z,15,1296,748.101597378324,-1.7123342664808974,t_c_depth_10_cm,35.1755,7,14,20,24,20_14,1.2415654759881904
2023-07-20T14:25:49Z,16,1296,748.101597378324,-1.710997549645237,t_c_depth_0_cm,38.1571,7,14,20,25,20_14,1.3468049643595394
2023-07-20T14:25:49Z,16,1296,748.101597378324,-1.710997549645237,t_c_depth_5_cm,37.3635,7,14,20,25,20_14,1.3187938099553598
